,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,yearcorrect
1364,5,6,1988,5.1,1700.0,582,2420,1818,53,14000000,6640346,2190,105.0,1988
960,6,0,1986,5.5,5400.0,1006,2021,2506,53,0,6637565,1613,100.0,1986
4142,6,5,2002,5.3,25000.0,1252,1601,2390,15,55000000,6632383,2142,96.0,2002
87,6,4,1980,4.3,740.0,471,717,442,53,0,6621520,615,89.0,1980
3801,6,4,2000,6.1,9200.0,332,2012,941,53,21000000,6620242,1198,112.0,2000
2790,6,0,1995,6.0,4900.0,1076,1664,434,53,20000000,6609661,2142,110.0,1995
2387,6,0,1993,5.6,5400.0,2280,2768,733,53,7000000,6608687,1731,101.0,1993
4405,6,6,2003,6.9,7200.0,2623,1070,2140,52,8000000,6586341,290,113.0,2003
4379,6,0,2003,6.5,26000.0,969,3481,905,2,0,6585516,272,110.0,2004
3953,6,6,2001,7.4,63000.0,982,1493,1636,45,4500000,6582065,872,106.0,2001
2381,1,2,1993,6.5,5200.0,398,3332,1741,52,13000000,6582052,1163,71.0,1993
5573,6,3,2009,7.1,36000.0,2371,2244,10,52,0,6577779,857,98.0,2009
6547,6,0,2014,8.0,117000.0,876,1350,958,21,4500000,6566916,1973,150.0,2014
4889,6,4,2006,7.0,79000.0,1946,353,81,53,0,6566277,2115,94.0,2006
834,1,2,1985,6.9,207.0,229,1575,1169,53,0,6565359,54,72.0,1985
2568,6,4,1994,5.9,12000.0,48,3962,153,53,25000000,6562513,343,118.0,1994
3615,5,4,1999,5.1,6200.0,1204,1658,573,53,30000000,6552255,111,100.0,1999
564,5,6,1984,6.6,5100.0,1315,4210,238,52,13000000,6551987,686,128.0,1984
3189,4,0,1997,4.7,3000.0,2326,2901,130,53,35000000,6537036,604,101.0,1997
3798,10,6,2000,7.1,8500.0,852,1334,381,14,0,6531687,968,92.0,2001
3146,6,5,1997,6.4,13000.0,1193,1829,531,53,37000000,6492660,1676,118.0,1997
5724,5,4,2010,7.1,139000.0,145,244,1377,53,8000000,6491240,1023,101.0,2010
1792,6,0,1990,6.2,5100.0,836,950,595,53,0,6488114,1697,108.0,1990
412,6,0,1983,5.9,8200.0,2367,3516,2169,53,6500000,6486797,1667,103.0,1983
2396,5,5,1993,5.5,8500.0,2343,1049,1418,53,0,6484246,443,105.0,1993
4054,3,5,2002,7.4,124000.0,897,1375,1820,14,0,6479328,5,97.0,2002
383,6,3,1983,6.7,6000.0,276,3993,1631,53,12000000,6472990,2054,103.0,1984
2753,6,4,1995,7.0,39000.0,2782,4318,2619,53,15000000,6468498,2026,95.0,1995
247,1,2,1982,7.4,25000.0,1470,3260,1088,52,3500000,6455330,1814,92.0,1982
3348,6,3,1998,7.4,30000.0,243,693,954,53,10000000,6451628,1428,105.0,1998
1412,4,4,1988,4.4,3100.0,1818,3858,263,53,0,6436211,2179,83.0,1988
1292,4,1,1988,3.4,12000.0,2543,3924,426,53,13000000,6424112,1472,99.0,1988
7208,5,3,2017,6.6,6900.0,1807,3588,864,53,15000000,6423605,814,119.0,2017
3510,1,3,1999,8.0,84000.0,619,2104,2077,14,10000000,6416569,253,112.0,1999
4435,5,6,2003,6.3,6300.0,2247,3019,1866,53,15000000,6415017,1973,112.0,2004
4198,6,4,2002,5.4,14000.0,690,931,604,6,14000000,6413915,131,86.0,2002
2042,6,12,1991,5.6,815.0,1746,1709,192,53,0,6413375,1611,104.0,1991
7369,6,3,2018,4.7,14000.0,1535,2474,1240,6,10000000,6412349,885,112.0,2018
1031,5,6,1986,5.9,735.0,86,137,1673,53,0,6408791,1469,110.0,1986
2347,6,4,1993,6.8,20000.0,856,2049,2603,53,12000000,6405918,1538,112.0,1993
7563,6,6,2019,6.9,11000.0,1594,2436,1698,14,0,6405816,524,96.0,2019
1872,6,6,1991,7.0,53000.0,985,1496,2094,53,2500000,6401336,1606,104.0,1991
137,6,5,1981,6.0,4500.0,2119,3897,2608,53,8500000,6400000,2115,103.0,1981
2200,6,4,1992,6.1,3100.0,1042,3586,2049,53,18000000,6375979,1665,100.0,1992
6240,6,6,2012,6.2,8200.0,227,381,1594,14,0,6366835,1065,100.0,2012
437,4,4,1983,4.9,2100.0,1226,977,985,53,0,6347072,2142,101.0,1983
5804,6,4,2010,6.1,37000.0,1973,1869,215,53,0,6344112,1907,107.0,2010
37,6,4,1980,6.0,11000.0,1536,3502,2148,53,3000000,6342668,518,101.0,1980
6613,6,1,2014,7.0,46000.0,2082,2617,2318,15,0,6337728,869,114.0,2014
1388,6,9,1988,5.0,1700.0,360,3290,209,53,0,6337299,2155,102.0,1988
7090,5,4,2017,6.0,5400.0,1299,3488,1503,52,0,6335171,857,102.0,2019
410,4,9,1983,4.1,6000.0,2194,884,2518,31,6000000,6333135,775,105.0,1983
3164,6,6,1997,7.0,16000.0,2058,3638,1872,53,6000000,6330054,1290,114.0,1999
295,6,0,1982,5.3,1100.0,1118,1721,1393,53,4000000,6328816,1296,96.0,1982
696,4,4,1985,6.0,10000.0,46,164,231,53,0,6326051,1613,90.0,1985
76,4,4,1980,6.3,1400.0,2736,795,2580,53,0,6321392,2142,103.0,1980
4321,6,9,2003,6.8,69000.0,74,121,488,14,0,6291958,116,91.0,2005
1532,4,4,1989,6.9,16000.0,1149,1758,1832,43,0,6291444,881,98.0,1990
4231,6,0,2002,5.6,7100.0,2397,3187,2349,53,10000000,6282446,625,96.0,2002
1979,6,6,1991,6.6,4700.0,1742,554,1475,53,7500000,6266621,554,112.0,1991
2333,6,6,1993,6.9,22000.0,257,1640,1127,38,40000000,6265311,704,140.0,1994
1333,6,4,1988,5.5,2600.0,2772,4302,2094,53,0,6264058,1277,90.0,1988
1584,5,5,1989,7.4,7200.0,504,1965,1149,53,0,6263883,554,124.0,1990
3546,5,4,1999,6.2,19000.0,111,192,1427,53,13000000,6262878,525,94.0,1999
515,4,1,1984,6.4,25000.0,2732,1142,2004,53,0,6254148,1932,103.0,1984
570,6,6,1984,6.2,2300.0,1803,3589,2432,53,8000000,6250994,1697,103.0,1984
57,4,4,1980,5.4,2400.0,1280,3560,387,53,6000000,6216067,1578,103.0,1980
3582,6,3,1999,7.4,12000.0,1890,2925,1158,52,0,6208548,1104,160.0,2000
5966,6,0,2011,6.7,102000.0,1284,1964,1203,52,13000000,6206022,1911,88.0,2011
6209,5,6,2012,6.4,13000.0,1895,964,2477,52,0,6202879,290,128.0,2013
2216,6,4,1992,5.8,4600.0,1064,1425,2106,53,20000000,6202756,1718,105.0,1992
1383,6,0,1988,4.9,6000.0,3,306,444,53,0,6193901,2044,103.0,1988
7417,6,3,2018,7.7,18000.0,822,1298,2498,15,0,6193234,1723,189.0,2018
1962,5,4,1991,6.0,2700.0,1432,3122,741,53,10000000,6166819,1665,97.0,1991
2539,4,6,1994,7.5,7400.0,1384,3609,1101,53,3000000,6159269,1316,103.0,1995
1486,5,4,1989,7.0,27000.0,1172,0,0,53,5000000,6157157,628,97.0,1989
1877,6,4,1991,7.7,116000.0,1295,1979,1241,52,9000000,6153939,655,116.0,1991
400,6,0,1983,5.0,2100.0,2056,9,1526,53,1250000,6149983,1177,95.0,1983
5734,6,4,2010,7.3,74000.0,468,711,2597,52,0,6149356,986,97.0,2010
774,6,6,1985,6.0,2800.0,856,932,1730,52,10000000,6148000,1769,121.0,1985
3375,5,1,1998,5.8,16000.0,461,2669,401,53,30000000,6136856,2114,90.0,1998
2214,5,4,1992,5.7,2500.0,2589,3505,2499,53,15000000,6132924,1719,107.0,1992
2349,6,6,1993,8.1,26000.0,1496,3312,1505,8,4000000,6122607,2089,171.0,1993
280,6,5,1982,6.4,6100.0,2695,1047,979,53,22000000,6118683,866,108.0,1982
3185,5,0,1997,4.9,7900.0,1372,3484,1411,53,30000000,6112613,2142,95.0,1997
7606,3,0,2019,6.6,5200.0,2246,3456,1200,20,0,6111065,1362,141.0,2019
2308,6,4,1993,7.7,43000.0,2247,3360,105,53,0,6110979,1009,188.0,1993
252,4,5,1982,7.1,15000.0,988,272,2003,52,10000000,6110670,845,117.0,1982
768,4,4,1985,6.5,2100.0,1050,1607,2482,53,0,6090497,1697,88.0,1985
1138,5,0,1987,5.2,3000.0,2108,3419,367,53,5000000,6075793,2044,88.0,1987
728,6,4,1985,6.9,4100.0,1818,630,635,53,0,6070794,1148,104.0,1985
1793,5,4,1990,6.7,2400.0,2035,330,1149,53,0,6070725,2048,115.0,1990
315,6,4,1982,5.3,1200.0,1106,1307,2175,53,6000000,6062898,1697,93.0,1982
1473,6,4,1989,7.2,7400.0,1620,4312,1974,52,0,6056912,1697,108.0,1989
549,4,4,1984,6.7,4200.0,2188,3889,2257,53,6500000,6045647,1294,108.0,1984
6568,6,4,2014,6.1,25000.0,2079,2546,961,53,0,6034851,1372,93.0,2015
993,4,0,1986,4.7,1400.0,267,425,2425,53,0,6029824,392,90.0,1986
2776,4,1,1995,6.0,4200.0,1541,339,424,6,0,6029091,2142,93.0,1995
2583,5,1,1994,5.9,13000.0,919,1403,1877,53,0,6017509,1724,111.0,1994
2841,6,0,1995,4.9,759.0,2146,3318,82,53,15000000,6014341,1902,88.0,1995
425,6,6,1983,5.7,1200.0,1362,1459,1737,52,11800000,5997566,2211,104.0,1983
6181,3,6,2012,7.7,40000.0,812,1990,2551,4,0,5990754,1534,111.0,2012
360,6,6,1983,6.7,24000.0,2696,1707,348,52,0,5988322,1538,97.0,1983
2662,6,6,1995,8.1,282000.0,2204,3405,741,53,2500000,5987386,563,101.0,1995
271,4,5,1982,6.1,4300.0,2250,3462,2162,53,10000000,5979947,2134,93.0,1982
1391,6,6,1988,5.8,3600.0,792,1258,2107,53,7000000,5979011,256,95.0,1988
3387,6,6,1998,8.0,37000.0,2738,2608,767,5,2900000,5971073,267,110.0,1998
4747,6,0,2005,6.9,64000.0,584,887,417,53,2000000,5969708,177,116.0,2006
1011,1,2,1986,6.0,2500.0,701,1395,528,53,0,5958456,2018,86.0,1986
6408,6,6,2013,6.6,31000.0,1120,1723,1635,53,16000000,5952884,2214,120.0,2014
3039,6,6,1996,5.7,4000.0,326,3905,2293,53,0,5939449,2095,103.0,1996
3121,6,6,1997,6.4,12000.0,2014,3936,1542,53,0,5936344,1040,110.0,1997
1607,5,6,1989,6.0,1500.0,1420,330,852,53,14000000,5932613,686,95.0,1989
5404,6,5,2008,6.7,51000.0,294,468,2620,52,15000000,5926410,996,111.0,2008
5037,5,4,2006,6.3,14000.0,461,701,353,53,12000000,5925637,1927,86.0,2006
1078,6,4,1987,7.7,152000.0,2369,3674,308,53,3600000,5923798,1839,84.0,1987
3221,6,0,1997,6.5,8200.0,1256,1933,1157,53,0,5906773,1665,111.0,1997
849,6,0,1986,7.1,127000.0,2343,1486,434,52,16000000,5900712,2077,116.0,1986
1136,4,3,1987,7.4,13000.0,2185,2005,598,52,29000000,5899797,2142,157.0,1987
365,4,4,1983,7.4,22000.0,248,408,320,52,0,5899678,899,111.0,1983
2474,6,3,1994,7.8,168000.0,2622,3631,1242,53,18000000,5887457,2095,127.0,1994
3156,6,4,1997,6.4,20000.0,716,1088,424,53,5000000,5881367,1873,105.0,1998
3404,6,5,1998,6.1,7600.0,2730,1726,2620,15,0,5878911,563,114.0,1998
6533,5,3,2014,7.3,27000.0,1124,4182,77,52,0,5874883,290,129.0,2015
6255,6,6,2013,6.3,134000.0,1417,4221,2229,52,13300000,5866389,986,108.0,2014
2379,6,0,1993,6.8,14000.0,1988,2452,925,53,33000000,5864949,112,140.0,1994
904,4,2,1986,7.3,38000.0,1936,3587,1920,53,6000000,5860601,2018,84.0,1986
4628,3,0,2004,7.9,22000.0,808,1797,940,20,0,5859242,933,186.0,2004
6433,5,1,2013,7.2,29000.0,1324,2627,1733,2,0,5853509,1917,112.0,2014
896,6,0,1986,7.2,45000.0,2267,1240,2169,53,6000000,5844868,1148,97.0,1986
2471,6,5,1994,7.1,22000.0,1326,3873,1529,52,2500000,5842603,1245,110.0,1994
911,6,6,1986,7.1,15000.0,2737,2041,2041,53,0,5839031,686,99.0,1986
1700,6,9,1990,6.9,40000.0,2669,1993,2520,53,4200000,5835247,19,92.0,1990
218,6,4,1982,6.3,8100.0,271,434,1489,53,0,5829781,532,92.0,1982
1746,4,4,1990,7.5,23000.0,1189,1164,877,14,0,5822041,519,137.0,1990
1791,5,6,1990,6.4,7300.0,1751,3127,1038,53,23000000,5820015,1538,104.0,1990
4193,6,6,2002,6.8,36000.0,590,3146,2040,6,10000000,5808941,1650,98.0,2002
5596,5,1,2009,6.0,45000.0,632,4348,411,53,0,5805279,1699,84.0,2009
5391,5,13,2008,5.9,35000.0,2306,3606,143,53,25000000,5798974,2104,93.0,2008
892,6,5,1986,7.3,14000.0,1931,3009,261,52,0,5794184,1160,104.0,1986
2943,6,4,1996,5.4,14000.0,939,4287,596,53,13000000,5781045,2141,87.0,1996
536,4,1,1984,4.9,4600.0,1341,963,2410,52,25000000,5778353,683,117.0,1984
1533,5,6,1989,5.8,6100.0,1802,2122,1437,53,0,5777099,1015,108.0,1989
1709,6,9,1990,5.1,15000.0,1199,2375,1349,53,2000000,5765562,1620,85.0,1990
7607,7,0,2019,6.3,4200.0,1602,2453,2553,54,0,5756185,1767,98.0,2019
3833,6,6,2000,5.9,4200.0,1123,1567,2541,53,15000000,5753678,1536,130.0,2001
2489,5,4,1994,6.1,47000.0,1835,3384,284,53,0,5751882,2115,92.0,1994
2838,6,0,1995,6.6,4900.0,1313,109,1942,52,23000000,5750110,563,100.0,1995
5187,6,6,2007,6.6,16000.0,2250,146,1824,53,0,5741608,1130,97.0,2007
138,4,1,1981,7.4,38000.0,2117,1000,1716,2,0,5732587,1800,110.0,1981
761,6,0,1985,4.4,3900.0,2255,632,1454,53,0,5730596,1538,90.0,1985
1726,6,14,1990,6.0,13000.0,2212,3891,654,52,1500000,5728953,1679,94.0,1990
5969,6,3,2011,7.1,61000.0,1606,2897,622,4,19100000,5728213,716,109.0,2011
3176,6,6,1997,6.7,23000.0,1547,3729,2207,53,20000000,5727130,1229,119.0,1997
7024,5,2,2016,6.8,21000.0,2578,3970,7,27,0,5725482,1988,110.0,2016
598,6,4,1984,6.3,6800.0,183,1155,2364,53,0,5718573,2142,90.0,1984
990,6,5,1986,5.7,3100.0,774,1211,710,53,0,5715174,1088,109.0,1987
5194,5,4,2007,2.2,15000.0,715,1085,232,53,7000000,5713425,240,93.0,2007
1223,4,4,1987,5.4,872.0,1230,1895,2186,53,15000000,5711976,2044,105.0,1987
2769,6,9,1995,6.4,26000.0,447,3284,2004,6,20000000,5711695,2109,108.0,1996
7590,3,0,2019,5.2,17000.0,2556,3937,2017,20,0,5708522,2128,170.0,2019
409,6,6,1983,7.0,7200.0,2314,3597,1872,53,9500000,5696391,631,128.0,1983
3151,5,3,1997,7.0,27000.0,1752,2784,2427,53,28000000,5684789,774,134.0,1998
1311,4,6,1988,7.2,19000.0,1384,1193,1211,53,6000000,5680515,1665,119.0,1989
378,4,0,1983,3.5,8200.0,696,3928,985,53,0,5678950,2142,85.0,1983
256,4,0,1982,3.7,3400.0,997,448,196,17,20000000,5675599,1102,99.0,1982
257,6,6,1982,6.3,2600.0,2288,3537,1631,53,16000000,5672311,2048,128.0,1982
144,6,9,1981,6.3,19000.0,925,3835,1961,6,0,5672031,522,90.0,1981
6622,6,4,2014,6.7,37000.0,2801,32,2634,53,6000000,5670776,2214,106.0,2014
1214,4,4,1987,5.5,3800.0,2250,3462,1088,53,12000000,5669831,2104,83.0,1987
7587,3,6,2019,6.5,13000.0,1094,3323,35,20,0,5667057,541,130.0,2019
6766,6,2,2015,7.3,68000.0,742,637,576,52,8000000,5659286,1695,90.0,2016
2994,5,4,1996,5.0,7700.0,1771,1788,572,53,8000000,5656388,1556,98.0,1996
5419,6,5,2008,6.8,19000.0,981,1491,377,53,20000000,5642478,23,107.0,2009
2341,4,2,1993,7.8,45000.0,701,70,1405,53,6000000,5635204,2180,76.0,1993
2343,5,6,1993,6.8,16000.0,2608,2175,2118,53,0,5632086,1198,112.0,1993
3396,6,9,1998,5.4,20000.0,1282,1010,1998,53,0,5624282,1556,96.0,1998
764,6,0,1985,4.8,1400.0,2290,3539,226,53,0,5622787,276,93.0,1985
2156,5,6,1992,7.1,9500.0,2353,1250,348,14,0,5603158,1692,160.0,1992
1291,5,4,1988,6.6,14000.0,1136,3670,345,53,7500000,5596267,1587,96.0,1988
217,6,1,1982,4.9,2500.0,2549,3930,2614,6,0,5588800,884,100.0,1982
1809,6,0,1990,4.9,4500.0,274,3390,819,53,15000000,5585154,2104,94.0,1990
7371,6,0,2018,6.2,27000.0,1502,3277,1879,53,9000000,5580940,187,121.0,2018
6592,5,3,2014,7.0,42000.0,762,3910,2475,53,19000000,5578519,1067,115.0,2015
1745,6,6,1990,7.6,15000.0,28,53,2330,15,0,5575738,338,112.0,1990
3190,6,4,1997,6.9,15000.0,2731,4206,2531,53,0,5571205,781,91.0,1997
6669,6,6,2015,4.9,87000.0,765,1192,1373,53,2500000,5567103,384,99.0,2015
428,6,5,1983,6.3,6500.0,2095,3563,1743,53,0,5555305,2115,109.0,1983
1502,5,4,1989,5.8,6500.0,1683,835,473,53,0,5552441,1419,114.0,1989
1949,4,4,1991,5.9,8000.0,2662,2447,1206,53,18000000,5546827,1538,96.0,1991
3613,6,5,1999,4.9,5600.0,1138,1751,215,53,12000000,5541431,379,98.0,2000
5213,6,8,2007,5.6,46000.0,913,1394,1781,53,2000000,5540941,229,95.0,2008
5349,5,0,2008,6.8,49000.0,2182,3382,2032,53,20000000,5530764,895,114.0,2009
4935,3,4,2006,6.4,32000.0,1317,2016,2333,53,2000000,5526675,2031,101.0,2006
2165,5,0,1992,6.4,2600.0,376,1832,1696,53,29000000,5519569,170,126.0,1992
5032,6,4,2006,6.5,37000.0,470,1743,529,52,0,5515163,1799,96.0,2006
1417,5,4,1988,5.7,1200.0,422,659,561,53,13000000,5509417,1946,97.0,1988
3403,6,4,1998,6.6,12000.0,2580,3975,1848,53,5000000,5502773,1044,91.0,1998
6802,6,6,2015,6.4,27000.0,1775,1167,2190,25,0,5497104,215,134.0,2016
3997,6,4,2001,6.4,18000.0,1400,2143,2565,53,5000000,5480653,232,95.0,2001
479,6,5,1984,8.4,321000.0,2421,1542,2106,25,30000000,5473212,2054,229.0,1984
2072,5,6,1992,7.5,41000.0,892,2115,1231,53,0,5471088,1538,115.0,1992
6437,6,0,2013,6.1,36000.0,1509,2831,2456,53,25000000,5464885,605,105.0,2013
5437,6,5,2008,7.1,25000.0,506,766,1723,53,1000000,5457664,680,97.0,2008
1991,6,0,1991,4.9,2100.0,743,1125,868,53,13000000,5451119,1597,99.0,1991
906,5,4,1986,4.5,9500.0,1318,2017,1756,25,1100000,5450815,888,82.0,1986
2121,6,0,1992,6.2,13000.0,2693,1369,2169,52,7000000,5430822,585,90.0,1992
4115,3,6,2002,7.6,40000.0,2382,3698,2272,20,0,5427830,1823,185.0,2002
6777,5,4,2015,6.3,12000.0,1636,2525,2384,53,3200000,5425148,190,103.0,2016
2178,6,4,1992,7.1,9700.0,817,3333,768,45,0,5418216,185,109.0,1994
578,4,4,1984,3.7,2300.0,1525,2704,2085,53,0,5410972,2104,87.0,1984
1182,6,0,1987,5.4,4800.0,1811,2625,434,53,9000000,5406879,1088,115.0,1987
6853,6,6,2016,6.8,21000.0,2768,3061,773,52,0,5401447,1955,89.0,2017
4036,6,5,2001,7.3,14000.0,1090,1691,2566,14,0,5393526,524,115.0,2002
2119,5,3,1992,7.2,15000.0,2360,4202,2460,52,4000000,5378172,97,94.0,1993
5149,6,5,2007,7.0,57000.0,2394,3710,1270,53,16000000,5371181,1556,99.0,2007
1638,4,4,1989,4.4,1300.0,1303,4116,1224,53,0,5368865,1438,83.0,1989
4084,6,0,2002,7.4,316000.0,1574,2398,417,53,20000000,5368217,807,107.0,2002
785,6,4,1985,6.2,3000.0,1068,1888,1998,53,0,5349607,1341,107.0,1985
1336,6,6,1988,6.2,11000.0,913,2895,1051,53,7000000,5344577,1665,113.0,1988
6232,5,4,2012,7.1,16000.0,1461,4306,68,53,0,5341221,359,109.0,2013
5747,5,6,2010,7.0,71000.0,128,216,1922,34,0,5341098,998,103.0,2010
4041,5,6,2001,6.4,11000.0,942,3745,347,52,20000000,5323109,857,121.0,2002
429,4,6,1983,7.6,4900.0,2119,3601,47,52,0,5310748,686,118.0,1983
263,4,4,1982,6.7,3500.0,639,2115,1872,53,11300000,5301539,583,120.0,1982
1431,6,0,1988,5.3,3500.0,2774,2802,444,53,0,5301200,1095,96.0,1988
448,4,0,1983,3.8,1600.0,393,75,1093,53,0,5301085,109,84.0,1983
7550,6,6,2019,6.4,8000.0,1089,1689,568,53,5000000,5288011,415,103.0,2019
3792,5,6,2000,4.7,4400.0,1760,2651,1554,53,24000000,5280035,1568,105.0,2000
6218,3,5,2012,7.2,40000.0,2177,1284,4,20,7395080,5277766,73,140.0,2012
6760,5,6,2015,7.6,37000.0,671,1029,880,50,0,5274664,500,97.0,2015
4022,5,6,2001,2.3,22000.0,2731,645,1626,53,22000000,5271666,2115,104.0,2001
443,6,6,1983,5.9,701.0,96,159,1035,53,550000,5269990,1547,88.0,1984
1196,6,6,1987,6.4,5200.0,830,3032,1004,53,0,5262047,2104,111.0,1987
6788,6,3,2015,6.3,65000.0,2338,3636,1009,53,0,5261595,1608,99.0,2015
5209,6,4,2007,7.0,64000.0,1405,1500,160,53,12000000,5254986,1538,97.0,2008
163,6,9,1981,5.8,2600.0,2141,84,1431,52,0,5229643,1569,92.0,1982
1194,6,4,1987,7.0,5200.0,2289,1071,2120,53,100000,5228617,702,78.0,1987
5718,6,4,2010,7.5,169000.0,764,1191,2535,6,0,5224938,1833,89.0,2010
2835,5,4,1995,5.4,3100.0,597,918,2219,53,0,5221281,538,95.0,1995
6597,6,3,2014,6.9,45000.0,1816,3250,1131,53,0,5218973,1941,112.0,2014
72,4,4,1980,5.5,965.0,1756,2710,1666,53,0,5215015,2142,97.0,1980
190,4,6,1981,2.7,659.0,2592,3551,1486,44,46000000,5200986,1655,140.0,1982
2976,4,6,1996,6.8,9200.0,837,640,2608,14,0,5200601,648,112.0,1996
5926,3,4,2011,8.2,71000.0,2811,1284,940,20,0,5192743,913,155.0,2011
6297,6,0,2013,5.7,71000.0,2463,1351,1273,53,30000000,5186767,1109,104.0,2013
959,6,5,1986,6.4,5400.0,1336,1210,2162,53,0,5186646,532,110.0,1986
4410,6,4,2003,6.8,15000.0,1323,2670,446,23,5000000,5175215,451,105.0,2004
158,6,4,1981,5.5,4400.0,1876,2914,1441,53,0,5165432,129,86.0,1981
3820,4,13,2000,7.0,7200.0,2591,1163,842,52,10000000,5164404,2078,135.0,2000
2419,5,4,1993,6.5,3900.0,1741,812,528,53,0,5145823,2115,99.0,1993
5793,5,6,2010,7.0,48000.0,1317,948,1879,53,5000000,5144717,1652,91.0,2011
534,6,4,1984,6.0,8000.0,2695,2059,2098,52,7500000,5142858,999,109.0,1984
4350,5,1,2003,6.0,12000.0,382,3341,15,53,6000000,5141166,44,105.0,2003
2028,6,4,1991,5.7,2000.0,1838,2859,1231,52,0,5136759,277,103.0,1991
325,1,2,1982,6.3,256.0,2287,2197,1557,53,0,5124391,1163,94.0,1982
775,5,1,1985,5.3,2100.0,326,183,2078,52,22000000,5111099,332,114.0,1985
7200,6,5,2017,7.1,30000.0,809,1286,1899,15,0,5104991,2179,106.0,2017
7414,6,4,2018,5.1,11000.0,2627,1995,1243,53,19000000,5103663,1697,85.0,2018
5615,6,1,2009,7.6,32000.0,378,586,1973,31,0,5102705,1905,96.0,2009
989,6,0,1986,5.4,1400.0,2214,4141,156,53,0,5099316,686,93.0,1986
2821,5,0,1995,4.2,3200.0,3,13,444,53,6000000,5093707,1433,86.0,1995
6619,6,6,2014,5.4,28000.0,2565,705,274,10,30000000,5092129,23,109.0,2015
6322,6,6,2013,7.1,140000.0,2532,3910,2490,52,2000000,5090608,1221,85.0,2014
2360,6,9,1993,4.6,3400.0,2153,4270,1336,53,12000000,5086909,2115,95.0,1993
1677,6,5,1990,7.7,128000.0,1295,1979,798,53,14000000,5080409,655,115.0,1990
6988,6,0,2016,7.2,45000.0,2410,3737,1032,10,0,5079219,1367,120.0,2016
3342,6,4,1998,6.3,25000.0,2782,4318,1396,53,12000000,5078660,2026,113.0,1998
6177,6,4,2012,6.5,54000.0,819,3068,36,53,15000000,5072654,1429,95.0,2013
5656,6,1,2010,6.4,89000.0,875,1349,2231,52,500000,5060438,1783,94.0,2010
4785,6,5,2005,7.3,51000.0,1346,3041,2052,2,20000000,5048693,2124,104.0,2006
7211,5,4,2017,5.8,27000.0,1209,2645,136,53,5000000,5042014,27,87.0,2017
7192,5,3,2017,7.2,20000.0,133,4294,110,52,0,5026154,290,118.0,2017
597,4,4,1984,6.6,1400.0,2221,239,1173,53,0,5021751,499,105.0,1984
1680,6,0,1990,7.3,69000.0,1641,2551,144,14,0,5017971,1075,117.0,1991
2078,6,3,1992,6.9,20000.0,1185,2615,1040,14,0,5013090,1003,115.0,1992
7152,3,6,2017,6.2,11000.0,852,1334,1633,14,0,5012423,1493,107.0,2017
3010,6,6,1996,5.8,5100.0,2123,1735,50,53,25000000,5009305,1675,132.0,1996
3951,5,1,2001,5.6,31000.0,266,722,994,53,13000000,5007898,327,84.0,2001
7339,6,4,2018,7.4,29000.0,370,3334,546,53,0,5006989,1962,95.0,2018
268,4,4,1982,6.5,2200.0,2051,3192,1207,53,13000000,5005245,686,140.0,1982
40,4,7,1980,6.3,5700.0,1349,496,227,53,0,5000000,2177,84.0,1981
682,3,9,1985,7.1,65000.0,913,1394,1553,53,3500000,5000000,2139,101.0,1985
591,6,4,1984,5.5,2000.0,1234,767,1246,53,0,4994094,784,102.0,1984
4272,6,6,2003,3.7,84000.0,2684,4129,2507,53,6000000,4988181,2207,99.0,2003
7026,6,3,2016,6.6,16000.0,1419,2169,668,35,20000000,4978353,1052,111.0,2016
1529,5,4,1989,6.8,5300.0,1291,1801,2075,53,18000000,4973285,127,90.0,1989
245,6,4,1982,5.7,3900.0,2169,3346,1993,53,0,4968000,1008,98.0,1982
6019,6,4,2011,6.6,28000.0,2387,3695,1785,6,0,4965950,1310,116.0,2012
1660,6,6,1990,6.0,9100.0,2730,2611,1849,53,0,4960385,383,108.0,1990
3620,5,6,1999,6.5,15000.0,2097,2261,2127,53,45000000,4956401,686,120.0,1999
5013,3,4,2006,5.8,40000.0,1422,2171,1907,33,0,4947717,1614,87.0,2007
2135,6,0,1992,6.2,9500.0,1358,2904,144,53,20000000,4943279,2179,112.0,1992
6464,6,0,2014,7.5,262000.0,1856,2892,741,2,5100000,4942449,1910,97.0,2015
955,6,4,1986,5.9,5100.0,2215,1095,405,53,3300000,4941117,1613,93.0,1986
952,4,4,1986,8.0,24000.0,483,731,2629,47,0,4940939,746,120.0,1987
3015,6,4,1996,5.2,5900.0,2463,3955,2442,53,12000000,4939939,1044,108.0,1996
6935,6,4,2016,7.0,109000.0,538,846,1956,53,3000000,4935501,249,97.0,2016
6318,3,6,2013,6.7,88000.0,1591,2424,380,11,0,4934725,2229,124.0,2014
3991,6,4,2001,6.3,8100.0,42,1869,41,53,0,4931888,1009,115.0,2001
4412,4,4,2003,2.1,25000.0,2268,2373,1385,53,12000000,4928883,9,81.0,2003
2363,4,0,1993,5.1,7700.0,1926,803,739,53,0,4916135,1606,87.0,1993
2203,5,6,1992,6.3,1100.0,943,3767,47,53,0,4906900,1128,117.0,1992
811,1,2,1985,6.9,1100.0,229,1808,229,53,0,4889971,750,85.0,1985
925,4,9,1986,5.6,8200.0,2637,3387,1337,53,12000000,4884663,534,100.0,1986
1779,4,6,1990,7.3,3500.0,2207,2026,2323,53,0,4873620,763,97.0,1991
